model,nb_input_token,temperature,top_p,top_k,nb_user,gpu_model,gpu_fp32_tflops,gpu_memory_gib,gpu_num,model_num_params,nb_output_token,inference_time
gemma3:12b,3839,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,111,5.429
gemma3:12b,4843,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,5.288
gemma3:12b,3980,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,73,3.131
gemma3:12b,4823,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,98,4.186
gemma3:12b,4914,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,104,7.573
gemma3:12b,4961,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,3.365
gemma3:12b,4940,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,129,4.746
gemma3:12b,5079,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,98,3.987
gemma3:12b,5114,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,109,4.41
gemma3:12b,6082,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,3.704
gemma3:12b,6198,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,3.822
gemma3:12b,6316,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,3.799
gemma3:12b,7297,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.274
gemma3:12b,7413,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,4.283
gemma3:12b,7531,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,4.347
gemma3:12b,8512,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.466
gemma3:12b,8628,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.478
gemma3:12b,8744,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,56,4.392
gemma3:12b,9725,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.513
gemma3:12b,9841,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.443
gemma3:12b,9957,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.452
gemma3:12b,10936,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.464
gemma3:12b,11202,0.0,1.0,10,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,4.505
gemma3:12b,1235,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,48,1.169
gemma3:12b,1328,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,87,1.483
gemma3:12b,1429,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,60,1.274
gemma3:12b,2397,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,50,1.387
gemma3:12b,2509,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,116,2.135
gemma3:12b,2668,0.0,0.9,20,1,NVIDIA GH200,67.0,96.0,1,12200000000,69,1.594
gemma3:12b,1235,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.047
gemma3:12b,1328,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,84,2.485
gemma3:12b,1426,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,72,2.294
gemma3:12b,2423,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,119,3.544
gemma3:12b,2585,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,59,2.603
gemma3:12b,2658,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,2.563
gemma3:12b,3645,0.0,0.9,20,1,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,139,4.211
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.849
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.836
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.767
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.14
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.012
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,84,3.636
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,84,3.657
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,84,3.574
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,86,3.716
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,87,3.225
gemma3:12b,1429,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,62,3.213
gemma3:12b,1426,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,72,3.465
gemma3:12b,1426,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,70,3.422
gemma3:12b,1426,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,70,3.454
gemma3:12b,1428,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,72,3.404
gemma3:12b,2421,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,46,3.911
gemma3:12b,2399,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,76,5.137
gemma3:12b,2423,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,94,5.958
gemma3:12b,2425,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,94,5.882
gemma3:12b,2421,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,117,7.525
gemma3:12b,2512,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,84,5.069
gemma3:12b,2560,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,59,4.025
gemma3:12b,2562,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,74,4.708
gemma3:12b,2581,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,58,4.038
gemma3:12b,2610,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,40,3.19
gemma3:12b,2537,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,123,7.653
gemma3:12b,2660,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,65,4.168
gemma3:12b,2684,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.695
gemma3:12b,2650,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,84,4.101
gemma3:12b,2704,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,95,4.296
gemma3:12b,3631,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,58,2.992
gemma3:12b,3610,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,88,4.789
gemma3:12b,3708,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,98,3.488
gemma3:12b,3716,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,123,3.721
gemma3:12b,3884,0.0,0.9,20,5,NVIDIA GH200,67.0,96.0,1,12200000000,112,2.354
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,1.784
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,1.849
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.654
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,2.455
gemma3:12b,1235,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,1.862
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,87,2.287
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,64,2.004
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,64,2.021
gemma3:12b,1328,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,83,3.33
gemma3:12b,1334,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,97,3.454
gemma3:12b,1429,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,2.012
gemma3:12b,1406,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,1.955
gemma3:12b,1406,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,1.978
gemma3:12b,2376,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,52,2.216
gemma3:12b,2399,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,76,2.538
gemma3:12b,1425,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,64,2.939
gemma3:12b,1461,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,72,2.881
gemma3:12b,2376,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,52,2.253
gemma3:12b,2490,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,72,2.569
gemma3:12b,2490,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,53,2.296
gemma3:12b,2394,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,50,3.344
gemma3:12b,2537,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,125,3.305
gemma3:12b,2411,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,3.244
gemma3:12b,2589,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,70,2.612
gemma3:12b,2570,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,90,2.97
gemma3:12b,2705,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,83,2.728
gemma3:12b,2506,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,50,3.519
gemma3:12b,3567,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,71,2.972
gemma3:12b,3568,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,68,3.008
gemma3:12b,3696,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,74,3.049
gemma3:12b,2527,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,118,5.828
gemma3:12b,3652,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,60,2.854
gemma3:12b,3650,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,61,2.891
gemma3:12b,2583,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,104,4.668
gemma3:12b,3815,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,76,3.094
gemma3:12b,3757,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,98,3.355
gemma3:12b,3756,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,75,3.107
gemma3:12b,3953,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,78,3.133
gemma3:12b,2664,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,150,6.111
gemma3:12b,3565,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,126,4.281
gemma3:12b,3696,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,79,3.301
gemma3:12b,4956,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,94,3.682
gemma3:12b,3797,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,132,4.363
gemma3:12b,3956,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,79,3.528
gemma3:12b,4921,0.0,0.9,20,5,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,161,5.143
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.229
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.229
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.242
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.035
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,3.979
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.246
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.059
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,3.467
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,4.002
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,2.9
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,83,5.162
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,84,5.209
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,84,5.209
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,86,5.227
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,84,5.187
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,86,5.276
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,87,5.277
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,86,5.299
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,86,5.364
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,88,5.353
gemma3:12b,1425,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,60,4.758
gemma3:12b,1430,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,59,4.615
gemma3:12b,1428,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,63,4.87
gemma3:12b,1428,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,63,4.781
gemma3:12b,1426,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,70,4.944
gemma3:12b,1428,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,70,4.9
gemma3:12b,1426,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,71,5.298
gemma3:12b,1429,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,72,5.186
gemma3:12b,1428,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,72,5.167
gemma3:12b,1426,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,99,9.989
gemma3:12b,2393,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,52,6.678
gemma3:12b,2384,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,50,6.5
gemma3:12b,2384,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,50,6.521
gemma3:12b,2382,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,52,6.659
gemma3:12b,2405,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,50,6.144
gemma3:12b,2423,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,48,6.225
gemma3:12b,2432,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,77,5.984
gemma3:12b,2425,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,119,10.882
gemma3:12b,2426,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,119,10.87
gemma3:12b,2421,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,117,11.061
gemma3:12b,2477,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,67,7.086
gemma3:12b,2516,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,86,8.246
gemma3:12b,2477,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,97,8.972
gemma3:12b,2477,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,101,9.236
gemma3:12b,2616,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,14,2.44
gemma3:12b,2581,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,59,6.116
gemma3:12b,2498,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,134,11.086
gemma3:12b,2587,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,76,6.806
gemma3:12b,2588,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,74,6.921
gemma3:12b,2488,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,144,12.465
gemma3:12b,2574,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,77,7.584
gemma3:12b,2620,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,81,6.644
gemma3:12b,2604,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,95,7.142
gemma3:12b,2654,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,75,5.642
gemma3:12b,2676,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,85,6.47
gemma3:12b,2674,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,87,5.903
gemma3:12b,2693,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,90,6.901
gemma3:12b,2674,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,102,7.435
gemma3:12b,3604,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,70,5.911
gemma3:12b,3606,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,79,6.283
gemma3:12b,3666,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,97,6.754
gemma3:12b,3691,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,98,6.717
gemma3:12b,3681,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,100,6.698
gemma3:12b,3717,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,87,6.61
gemma3:12b,3727,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,119,8.117
gemma3:12b,3851,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,88,6.443
gemma3:12b,3822,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,100,6.745
gemma3:12b,3804,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,127,7.929
gemma3:12b,3847,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,127,6.48
gemma3:12b,3962,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,97,4.1
gemma3:12b,3887,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,162,6.382
gemma3:12b,3958,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,121,5.291
gemma3:12b,4942,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,98,4.915
gemma3:12b,4962,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,156,6.198
gemma3:12b,5019,0.0,0.9,20,10,NVIDIA GH200,67.0,96.0,1,12200000000,211,4.843
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.595
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.437
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.611
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,3.283
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,3.094
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,3.032
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,63,2.682
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,3.389
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,3.409
gemma3:12b,1235,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,48,2.677
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,87,3.345
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,87,3.365
gemma3:12b,1343,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,75,2.849
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,89,3.313
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,84,4.072
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,87,4.183
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,89,4.19
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,84,4.112
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,82,4.075
gemma3:12b,1328,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,87,4.231
gemma3:12b,1429,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,60,2.898
gemma3:12b,1429,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,2.916
gemma3:12b,1432,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,70,2.943
gemma3:12b,1431,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,72,2.848
gemma3:12b,1429,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,3.709
gemma3:12b,1426,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,70,3.818
gemma3:12b,1431,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,70,3.716
gemma3:12b,1424,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,59,3.715
gemma3:12b,1429,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,62,3.642
gemma3:12b,1426,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,70,3.843
gemma3:12b,2397,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,50,3.38
gemma3:12b,2399,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,76,3.739
gemma3:12b,2410,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,54,3.413
gemma3:12b,2428,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,127,5.294
gemma3:12b,2376,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,52,4.572
gemma3:12b,2399,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,76,5.166
gemma3:12b,2408,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,79,5.088
gemma3:12b,2399,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,76,5.06
gemma3:12b,2403,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,79,4.967
gemma3:12b,2490,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,144,5.273
gemma3:12b,2518,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,145,4.903
gemma3:12b,2507,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,137,5.051
gemma3:12b,2598,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,65,2.921
gemma3:12b,2421,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,117,7.592
gemma3:12b,2471,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,59,4.841
gemma3:12b,2512,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,63,4.43
gemma3:12b,2517,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,66,4.982
gemma3:12b,2676,0.0,0.9,20,10,NVIDIA A100-SXM4-40GB,19.49,40.0,4,12200000000,77,4.214
